case_id,fraud_type,case_title,modus_operandi,fraud_pattern,investigation_summary,entities_involved,risk_indicators,resolution,regulatory_reference,created_at
FC-10131,Account Takeover,Account Takeover Ring Alpha-131,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 131.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1131,2025-06-01 12:00:00
FC-10132,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-132,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 132.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1132,2025-06-01 12:00:00
FC-10133,Account Takeover,Account Takeover Ring Alpha-133,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 133.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1133,2025-06-01 12:00:00
FC-10134,Mule Account Network,Mule Account Network Ring Alpha-134,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 134.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1134,2025-06-01 12:00:00
FC-10135,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-135,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 135.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1135,2025-06-01 12:00:00
FC-10136,Mule Account Network,Mule Account Network Ring Alpha-136,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 136.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1136,2025-06-01 12:00:00
FC-10137,Mule Account Network,Mule Account Network Ring Alpha-137,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 137.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1137,2025-06-01 12:00:00
FC-10138,Mule Account Network,Mule Account Network Ring Alpha-138,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 138.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1138,2025-06-01 12:00:00
FC-10139,Mule Account Network,Mule Account Network Ring Alpha-139,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 139.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1139,2025-06-01 12:00:00
FC-10140,Account Takeover,Account Takeover Ring Alpha-140,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 140.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1140,2025-06-01 12:00:00
FC-10141,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-141,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 141.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1141,2025-06-01 12:00:00
FC-10142,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-142,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 142.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1142,2025-06-01 12:00:00
FC-10143,Mule Account Network,Mule Account Network Ring Alpha-143,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 143.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1143,2025-06-01 12:00:00
FC-10144,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-144,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 144.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1144,2025-06-01 12:00:00
FC-10145,Mule Account Network,Mule Account Network Ring Alpha-145,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 145.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1145,2025-06-01 12:00:00
FC-10146,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-146,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 146.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1146,2025-06-01 12:00:00
FC-10147,Mule Account Network,Mule Account Network Ring Alpha-147,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 147.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1147,2025-06-01 12:00:00
FC-10148,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-148,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 148.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1148,2025-06-01 12:00:00
FC-10149,Account Takeover,Account Takeover Ring Alpha-149,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 149.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1149,2025-06-01 12:00:00
FC-10150,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-150,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 150.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1150,2025-06-01 12:00:00
FC-10151,Mule Account Network,Mule Account Network Ring Alpha-151,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 151.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1151,2025-06-01 12:00:00
FC-10152,Mule Account Network,Mule Account Network Ring Alpha-152,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 152.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1152,2025-06-01 12:00:00
FC-10153,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-153,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 153.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1153,2025-06-01 12:00:00
FC-10154,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-154,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 154.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1154,2025-06-01 12:00:00
FC-10155,Account Takeover,Account Takeover Ring Alpha-155,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 155.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1155,2025-06-01 12:00:00
FC-10156,Mule Account Network,Mule Account Network Ring Alpha-156,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 156.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1156,2025-06-01 12:00:00
FC-10157,Account Takeover,Account Takeover Ring Alpha-157,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 157.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1157,2025-06-01 12:00:00
FC-10158,Mule Account Network,Mule Account Network Ring Alpha-158,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 158.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1158,2025-06-01 12:00:00
FC-10159,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-159,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 159.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1159,2025-06-01 12:00:00
FC-10160,Account Takeover,Account Takeover Ring Alpha-160,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 160.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1160,2025-06-01 12:00:00
FC-10161,Account Takeover,Account Takeover Ring Alpha-161,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 161.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1161,2025-06-01 12:00:00
FC-10162,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-162,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 162.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1162,2025-06-01 12:00:00
FC-10163,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-163,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 163.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1163,2025-06-01 12:00:00
FC-10164,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-164,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 164.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1164,2025-06-01 12:00:00
FC-10165,Account Takeover,Account Takeover Ring Alpha-165,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 165.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1165,2025-06-01 12:00:00
FC-10166,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-166,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 166.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1166,2025-06-01 12:00:00
FC-10167,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-167,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 167.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1167,2025-06-01 12:00:00
FC-10168,Mule Account Network,Mule Account Network Ring Alpha-168,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 168.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1168,2025-06-01 12:00:00
FC-10169,Mule Account Network,Mule Account Network Ring Alpha-169,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 169.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1169,2025-06-01 12:00:00
FC-10170,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-170,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 170.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1170,2025-06-01 12:00:00
FC-10171,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-171,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 171.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1171,2025-06-01 12:00:00
FC-10172,Mule Account Network,Mule Account Network Ring Alpha-172,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 172.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1172,2025-06-01 12:00:00
FC-10173,Account Takeover,Account Takeover Ring Alpha-173,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 173.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1173,2025-06-01 12:00:00
FC-10174,Account Takeover,Account Takeover Ring Alpha-174,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 174.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1174,2025-06-01 12:00:00
FC-10175,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-175,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 175.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1175,2025-06-01 12:00:00
FC-10176,Account Takeover,Account Takeover Ring Alpha-176,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 176.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1176,2025-06-01 12:00:00
FC-10177,Mule Account Network,Mule Account Network Ring Alpha-177,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 177.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1177,2025-06-01 12:00:00
FC-10178,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-178,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 178.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1178,2025-06-01 12:00:00
FC-10179,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-179,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 179.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1179,2025-06-01 12:00:00
FC-10180,Account Takeover,Account Takeover Ring Alpha-180,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 180.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1180,2025-06-01 12:00:00
FC-10181,Account Takeover,Account Takeover Ring Alpha-181,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 181.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1181,2025-06-01 12:00:00
FC-10182,Mule Account Network,Mule Account Network Ring Alpha-182,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 182.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1182,2025-06-01 12:00:00
FC-10183,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-183,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 183.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1183,2025-06-01 12:00:00
FC-10184,Account Takeover,Account Takeover Ring Alpha-184,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 184.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1184,2025-06-01 12:00:00
FC-10185,Account Takeover,Account Takeover Ring Alpha-185,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 185.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1185,2025-06-01 12:00:00
FC-10186,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-186,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 186.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1186,2025-06-01 12:00:00
FC-10187,Account Takeover,Account Takeover Ring Alpha-187,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 187.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1187,2025-06-01 12:00:00
FC-10188,Account Takeover,Account Takeover Ring Alpha-188,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 188.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1188,2025-06-01 12:00:00
FC-10189,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-189,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 189.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1189,2025-06-01 12:00:00
FC-10190,Account Takeover,Account Takeover Ring Alpha-190,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 190.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1190,2025-06-01 12:00:00
FC-10191,Mule Account Network,Mule Account Network Ring Alpha-191,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 191.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1191,2025-06-01 12:00:00
FC-10192,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-192,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 192.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1192,2025-06-01 12:00:00
FC-10193,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-193,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 193.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1193,2025-06-01 12:00:00
FC-10194,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-194,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 194.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1194,2025-06-01 12:00:00
FC-10195,Mule Account Network,Mule Account Network Ring Alpha-195,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 195.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1195,2025-06-01 12:00:00
FC-10196,Mule Account Network,Mule Account Network Ring Alpha-196,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 196.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1196,2025-06-01 12:00:00
