case_id,fraud_type,case_title,modus_operandi,fraud_pattern,investigation_summary,entities_involved,risk_indicators,resolution,regulatory_reference,created_at
CASE00129,Mule Account Network,Mule Account Network Investigation Ring #129,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 129.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1129,2026-06-08 12:00:00
CASE00130,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #130,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 130.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1130,2026-06-08 12:00:00
CASE00131,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #131,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 131.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1131,2026-06-08 12:00:00
CASE00132,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #132,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 132.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1132,2026-06-08 12:00:00
CASE00133,Mule Account Network,Mule Account Network Investigation Ring #133,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 133.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1133,2026-06-08 12:00:00
CASE00134,Mule Account Network,Mule Account Network Investigation Ring #134,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 134.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1134,2026-06-08 12:00:00
CASE00135,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #135,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 135.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1135,2026-06-08 12:00:00
CASE00136,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #136,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 136.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1136,2026-06-08 12:00:00
CASE00137,Mule Account Network,Mule Account Network Investigation Ring #137,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 137.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1137,2026-06-08 12:00:00
CASE00138,Mule Account Network,Mule Account Network Investigation Ring #138,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 138.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1138,2026-06-08 12:00:00
CASE00139,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #139,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 139.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1139,2026-06-08 12:00:00
CASE00140,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #140,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 140.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1140,2026-06-08 12:00:00
CASE00141,Mule Account Network,Mule Account Network Investigation Ring #141,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 141.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1141,2026-06-08 12:00:00
CASE00142,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #142,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 142.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1142,2026-06-08 12:00:00
CASE00143,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #143,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 143.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1143,2026-06-08 12:00:00
CASE00144,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #144,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 144.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1144,2026-06-08 12:00:00
CASE00145,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #145,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 145.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1145,2026-06-08 12:00:00
CASE00146,Mule Account Network,Mule Account Network Investigation Ring #146,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 146.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1146,2026-06-08 12:00:00
CASE00147,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #147,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 147.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1147,2026-06-08 12:00:00
CASE00148,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #148,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 148.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1148,2026-06-08 12:00:00
CASE00149,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #149,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 149.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1149,2026-06-08 12:00:00
CASE00150,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #150,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 150.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1150,2026-06-08 12:00:00
CASE00151,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #151,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 151.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1151,2026-06-08 12:00:00
CASE00152,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #152,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 152.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1152,2026-06-08 12:00:00
CASE00153,Mule Account Network,Mule Account Network Investigation Ring #153,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 153.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1153,2026-06-08 12:00:00
CASE00154,Mule Account Network,Mule Account Network Investigation Ring #154,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 154.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1154,2026-06-08 12:00:00
CASE00155,Mule Account Network,Mule Account Network Investigation Ring #155,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 155.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1155,2026-06-08 12:00:00
CASE00156,Mule Account Network,Mule Account Network Investigation Ring #156,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 156.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1156,2026-06-08 12:00:00
CASE00157,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #157,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 157.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1157,2026-06-08 12:00:00
CASE00158,Mule Account Network,Mule Account Network Investigation Ring #158,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 158.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1158,2026-06-08 12:00:00
CASE00159,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #159,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 159.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1159,2026-06-08 12:00:00
CASE00160,Mule Account Network,Mule Account Network Investigation Ring #160,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 160.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1160,2026-06-08 12:00:00
CASE00161,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #161,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 161.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1161,2026-06-08 12:00:00
CASE00162,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #162,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 162.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1162,2026-06-08 12:00:00
CASE00163,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #163,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 163.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1163,2026-06-08 12:00:00
CASE00164,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #164,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 164.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1164,2026-06-08 12:00:00
CASE00165,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #165,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 165.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1165,2026-06-08 12:00:00
CASE00166,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #166,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 166.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1166,2026-06-08 12:00:00
CASE00167,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #167,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 167.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1167,2026-06-08 12:00:00
CASE00168,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #168,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 168.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1168,2026-06-08 12:00:00
CASE00169,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #169,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 169.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1169,2026-06-08 12:00:00
CASE00170,Mule Account Network,Mule Account Network Investigation Ring #170,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 170.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1170,2026-06-08 12:00:00
CASE00171,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #171,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 171.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1171,2026-06-08 12:00:00
CASE00172,Mule Account Network,Mule Account Network Investigation Ring #172,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 172.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1172,2026-06-08 12:00:00
CASE00173,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #173,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 173.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1173,2026-06-08 12:00:00
CASE00174,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #174,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 174.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1174,2026-06-08 12:00:00
CASE00175,Mule Account Network,Mule Account Network Investigation Ring #175,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 175.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1175,2026-06-08 12:00:00
CASE00176,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #176,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 176.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1176,2026-06-08 12:00:00
CASE00177,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #177,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 177.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1177,2026-06-08 12:00:00
CASE00178,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #178,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 178.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1178,2026-06-08 12:00:00
CASE00179,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #179,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 179.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1179,2026-06-08 12:00:00
CASE00180,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #180,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 180.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1180,2026-06-08 12:00:00
CASE00181,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #181,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 181.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1181,2026-06-08 12:00:00
CASE00182,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #182,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 182.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1182,2026-06-08 12:00:00
CASE00183,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #183,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 183.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1183,2026-06-08 12:00:00
CASE00184,Mule Account Network,Mule Account Network Investigation Ring #184,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 184.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1184,2026-06-08 12:00:00
CASE00185,Mule Account Network,Mule Account Network Investigation Ring #185,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 185.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1185,2026-06-08 12:00:00
CASE00186,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #186,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 186.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1186,2026-06-08 12:00:00
CASE00187,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #187,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 187.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1187,2026-06-08 12:00:00
CASE00188,Mule Account Network,Mule Account Network Investigation Ring #188,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 188.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1188,2026-06-08 12:00:00
CASE00189,Mule Account Network,Mule Account Network Investigation Ring #189,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 189.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1189,2026-06-08 12:00:00
CASE00190,Mule Account Network,Mule Account Network Investigation Ring #190,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 190.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1190,2026-06-08 12:00:00
CASE00191,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #191,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 191.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1191,2026-06-08 12:00:00
CASE00192,Mule Account Network,Mule Account Network Investigation Ring #192,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 192.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1192,2026-06-08 12:00:00
CASE00193,Mule Account Network,Mule Account Network Investigation Ring #193,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 193.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1193,2026-06-08 12:00:00
